X,Y,Function,Counts,Total_Time,Time_per_count
2734,2000,CG,1,7.573210000e-01,7.573210000e-01
2734,2000,GS_PRE_CON,21,1.064041000e+00,5.066861905e-02
2734,2000,PCG,1,2.111046000e+00,2.111046000e+00
3281,2000,GRID_C_R,9,1.102690000e-01,1.225211111e-02
3281,2000,FILL_FUNC,2,3.457270000e-01,1.728635000e-01
3281,2000,RAND,2,1.171810000e-01,5.859050000e-02
3281,2000,AXPBY,128,1.189501000e+00,9.292976562e-03
3281,2000,DOT_PRODUCT,109,8.544550000e-01,7.839036697e-03
3281,2000,APPLY_STENCIL,45,3.839650000e-01,8.532555556e-03
3281,2000,GRID,2,4.362900000e-02,2.181450000e-02
3281,2000,CG,1,9.069220000e-01,9.069220000e-01
3281,2000,GS_PRE_CON,21,1.278415000e+00,6.087690476e-02
3281,2000,PCG,1,2.545078000e+00,2.545078000e+00
3937,2000,GRID_C_R,9,1.427480000e-01,1.586088889e-02
3937,2000,FILL_FUNC,2,4.146850000e-01,2.073425000e-01
3937,2000,RAND,2,1.404990000e-01,7.024950000e-02
3937,2000,AXPBY,128,1.510714000e+00,1.180245313e-02
3937,2000,DOT_PRODUCT,109,1.119040000e+00,1.026642202e-02
3937,2000,APPLY_STENCIL,45,4.870320000e-01,1.082293333e-02
3937,2000,GRID,2,5.402300000e-02,2.701150000e-02
3937,2000,CG,1,1.218023000e+00,1.218023000e+00
3937,2000,GS_PRE_CON,21,1.538357000e+00,7.325509524e-02
3937,2000,PCG,1,3.119778000e+00,3.119778000e+00
4725,2000,GRID_C_R,9,1.653580000e-01,1.837311111e-02
4725,2000,FILL_FUNC,2,5.272390000e-01,2.636195000e-01
4725,2000,RAND,2,1.695600000e-01,8.478000000e-02
4725,2000,AXPBY,128,1.707450000e+00,1.333945313e-02
4725,2000,DOT_PRODUCT,109,1.255284000e+00,1.151636697e-02
4725,2000,APPLY_STENCIL,45,5.511790000e-01,1.224842222e-02
4725,2000,GRID,2,6.298900000e-02,3.149450000e-02
4725,2000,CG,1,1.304503000e+00,1.304503000e+00
4725,2000,GS_PRE_CON,21,1.846629000e+00,8.793471429e-02
4725,2000,PCG,1,3.684557000e+00,3.684557000e+00
5670,2000,GRID_C_R,9,1.723820000e-01,1.915355556e-02
5670,2000,FILL_FUNC,2,5.967120000e-01,2.983560000e-01
5670,2000,RAND,2,2.026040000e-01,1.013020000e-01
5670,2000,AXPBY,128,1.871055000e+00,1.461761719e-02
5670,2000,DOT_PRODUCT,109,1.263650000e+00,1.159311927e-02
5670,2000,APPLY_STENCIL,45,6.397850000e-01,1.421744444e-02
5670,2000,GRID,2,5.987500000e-02,2.993750000e-02
5670,2000,CG,1,1.505528000e+00,1.505528000e+00
5670,2000,GS_PRE_CON,21,2.216257000e+00,1.055360476e-01
5670,2000,PCG,1,4.065866000e+00,4.065866000e+00
6804,2000,GRID_C_R,9,2.412520000e-01,2.680577778e-02
6804,2000,FILL_FUNC,2,7.157010000e-01,3.578505000e-01
6804,2000,RAND,2,2.431550000e-01,1.215775000e-01
6804,2000,AXPBY,128,2.397585000e+00,1.873113281e-02
6804,2000,DOT_PRODUCT,109,1.751533000e+00,1.606911009e-02
6804,2000,APPLY_STENCIL,45,7.445460000e-01,1.654546667e-02
6804,2000,GRID,2,8.534500000e-02,4.267250000e-02
6804,2000,CG,1,1.872089000e+00,1.872089000e+00
6804,2000,GS_PRE_CON,21,2.662737000e+00,1.267970000e-01
6804,2000,PCG,1,5.165993000e+00,5.165993000e+00
8165,2000,GRID_C_R,9,2.881930000e-01,3.202144444e-02
8165,2000,FILL_FUNC,2,8.583590000e-01,4.291795000e-01
8165,2000,RAND,2,2.926120000e-01,1.463060000e-01
8165,2000,AXPBY,128,2.785009000e+00,2.175788281e-02
8165,2000,DOT_PRODUCT,109,2.087591000e+00,1.915221101e-02
8165,2000,APPLY_STENCIL,45,1.056296000e+00,2.347324444e-02
8165,2000,GRID,2,1.037680000e-01,5.188400000e-02
8165,2000,CG,1,2.311609000e+00,2.311609000e+00
8165,2000,GS_PRE_CON,21,3.196913000e+00,1.522339524e-01
8165,2000,PCG,1,6.184418000e+00,6.184418000e+00
9798,2000,GRID_C_R,9,3.450190000e-01,3.833544444e-02
9798,2000,FILL_FUNC,2,1.030026000e+00,5.150130000e-01
9798,2000,RAND,2,3.508460000e-01,1.754230000e-01
9798,2000,AXPBY,128,3.231506000e+00,2.524614062e-02
9798,2000,DOT_PRODUCT,109,2.349779000e+00,2.155760550e-02
9798,2000,APPLY_STENCIL,45,1.085549000e+00,2.412331111e-02
9798,2000,GRID,2,1.196940000e-01,5.984700000e-02
9798,2000,CG,1,2.552880000e+00,2.552880000e+00
9798,2000,GS_PRE_CON,21,3.841149000e+00,1.829118571e-01
9798,2000,PCG,1,7.231087000e+00,7.231087000e+00
11758,2000,GRID_C_R,9,4.127600000e-01,4.586222222e-02
11758,2000,FILL_FUNC,2,1.236172000e+00,6.180860000e-01
11758,2000,RAND,2,4.218630000e-01,2.109315000e-01
11758,2000,AXPBY,128,3.845117000e+00,3.003997656e-02
11758,2000,DOT_PRODUCT,109,2.790910000e+00,2.560467890e-02
11758,2000,APPLY_STENCIL,45,1.347011000e+00,2.993357778e-02
11758,2000,GRID,2,1.424100000e-01,7.120500000e-02
11758,2000,CG,1,3.142219000e+00,3.142219000e+00
11758,2000,GS_PRE_CON,21,4.616679000e+00,2.198418571e-01
11758,2000,PCG,1,8.588691000e+00,8.588691000e+00
14109,2000,GRID_C_R,9,5.008760000e-01,5.565288889e-02
14109,2000,FILL_FUNC,2,1.483205000e+00,7.416025000e-01
14109,2000,RAND,2,5.045090000e-01,2.522545000e-01
14109,2000,AXPBY,128,4.748816000e+00,3.710012500e-02
14109,2000,DOT_PRODUCT,109,3.419480000e+00,3.137137615e-02
14109,2000,APPLY_STENCIL,45,1.667789000e+00,3.706197778e-02
14109,2000,GRID,2,1.791940000e-01,8.959700000e-02
14109,2000,CG,1,3.987866000e+00,3.987866000e+00
14109,2000,GS_PRE_CON,21,5.538948000e+00,2.637594286e-01
14109,2000,PCG,1,1.033314100e+01,1.033314100e+01
16931,2000,GRID_C_R,9,5.975120000e-01,6.639022222e-02
16931,2000,FILL_FUNC,2,1.779742000e+00,8.898710000e-01
16931,2000,RAND,2,6.068740000e-01,3.034370000e-01
16931,2000,AXPBY,128,5.626986000e+00,4.396082813e-02
16931,2000,DOT_PRODUCT,109,4.049499000e+00,3.715136697e-02
16931,2000,APPLY_STENCIL,45,2.029840000e+00,4.510755556e-02
16931,2000,GRID,2,2.116450000e-01,1.058225000e-01
16931,2000,CG,1,4.699414000e+00,4.699414000e+00
16931,2000,GS_PRE_CON,21,6.650382000e+00,3.166848571e-01
16931,2000,PCG,1,1.240586300e+01,1.240586300e+01
2000,9,GRID_C_R,9,9.510000000e-04,1.056666667e-04
2000,9,FILL_FUNC,2,9.650000000e-04,4.825000000e-04
2000,9,RAND,2,3.260000000e-04,1.630000000e-04
2000,9,AXPBY,128,1.876000000e-03,1.465625000e-05
2000,9,DOT_PRODUCT,109,9.260000000e-04,8.495412844e-06
2000,9,APPLY_STENCIL,45,7.130000000e-04,1.584444444e-05
2000,9,GRID,2,2.150000000e-04,1.075000000e-04
2000,9,CG,1,1.556000000e-03,1.556000000e-03
2000,9,GS_PRE_CON,21,3.470000000e-03,1.652380952e-04
2000,9,PCG,1,4.979000000e-03,4.979000000e-03
2000,11,GRID_C_R,9,1.150000000e-03,1.277777778e-04
2000,11,FILL_FUNC,2,1.170000000e-03,5.850000000e-04
2000,11,RAND,2,4.000000000e-04,2.000000000e-04
2000,11,AXPBY,128,2.288000000e-03,1.787500000e-05
2000,11,DOT_PRODUCT,109,1.126000000e-03,1.033027523e-05
2000,11,APPLY_STENCIL,45,8.810000000e-04,1.957777778e-05
2000,11,GRID,2,2.580000000e-04,1.290000000e-04
2000,11,CG,1,1.900000000e-03,1.900000000e-03
2000,11,GS_PRE_CON,21,4.253000000e-03,2.025238095e-04
2000,11,PCG,1,6.078000000e-03,6.078000000e-03
2000,13,GRID_C_R,9,1.323000000e-03,1.470000000e-04
2000,13,FILL_FUNC,2,1.423000000e-03,7.115000000e-04
2000,13,RAND,2,5.040000000e-04,2.520000000e-04
2000,13,AXPBY,128,2.844000000e-03,2.221875000e-05
2000,13,DOT_PRODUCT,109,1.353000000e-03,1.241284404e-05
2000,13,APPLY_STENCIL,45,1.030000000e-03,2.288888889e-05
2000,13,GRID,2,3.010000000e-04,1.505000000e-04
2000,13,CG,1,2.248000000e-03,2.248000000e-03
2000,13,GS_PRE_CON,21,5.025000000e-03,2.392857143e-04
2000,13,PCG,1,7.241000000e-03,7.241000000e-03
2000,16,GRID_C_R,9,1.579000000e-03,1.754444444e-04
2000,16,FILL_FUNC,2,1.700000000e-03,8.500000000e-04
2000,16,RAND,2,5.700000000e-04,2.850000000e-04
2000,16,AXPBY,128,3.361000000e-03,2.625781250e-05
2000,16,DOT_PRODUCT,109,1.661000000e-03,1.523853211e-05
2000,16,APPLY_STENCIL,45,1.322000000e-03,2.937777778e-05
2000,16,GRID,2,3.700000000e-04,1.850000000e-04
2000,16,CG,1,2.753000000e-03,2.753000000e-03
2000,16,GS_PRE_CON,21,6.192000000e-03,2.948571429e-04
2000,16,PCG,1,8.885000000e-03,8.885000000e-03
2000,19,GRID_C_R,9,1.840000000e-03,2.044444444e-04
2000,19,FILL_FUNC,2,2.014000000e-03,1.007000000e-03
2000,19,RAND,2,6.750000000e-04,3.375000000e-04
2000,19,AXPBY,128,4.152000000e-03,3.243750000e-05
2000,19,DOT_PRODUCT,109,1.925000000e-03,1.766055046e-05
2000,19,APPLY_STENCIL,45,1.627000000e-03,3.615555556e-05
2000,19,GRID,2,4.150000000e-04,2.075000000e-04
2000,19,CG,1,3.308000000e-03,3.308000000e-03
2000,19,GS_PRE_CON,21,7.350000000e-03,3.500000000e-04
2000,19,PCG,1,1.067400000e-02,1.067400000e-02
2000,23,GRID_C_R,9,2.147000000e-03,2.385555556e-04
2000,23,FILL_FUNC,2,2.439000000e-03,1.219500000e-03
2000,23,RAND,2,8.530000000e-04,4.265000000e-04
2000,23,AXPBY,128,5.250000000e-03,4.101562500e-05
2000,23,DOT_PRODUCT,109,2.359000000e-03,2.164220183e-05
2000,23,APPLY_STENCIL,45,2.093000000e-03,4.651111111e-05
2000,23,GRID,2,5.220000000e-04,2.610000000e-04
2000,23,CG,1,4.192000000e-03,4.192000000e-03
2000,23,GS_PRE_CON,21,8.901000000e-03,4.238571429e-04
2000,23,PCG,1,1.311800000e-02,1.311800000e-02
2000,28,GRID_C_R,9,2.633000000e-03,2.925555556e-04
2000,28,FILL_FUNC,2,2.993000000e-03,1.496500000e-03
2000,28,RAND,2,1.032000000e-03,5.160000000e-04
2000,28,AXPBY,128,8.140000000e-03,6.359375000e-05
2000,28,DOT_PRODUCT,109,3.441000000e-03,3.156880734e-05
2000,28,APPLY_STENCIL,45,3.016000000e-03,6.702222222e-05
2000,28,GRID,2,6.270000000e-04,3.135000000e-04
2000,28,CG,1,6.081000000e-03,6.081000000e-03
2000,28,GS_PRE_CON,21,1.085100000e-02,5.167142857e-04
2000,28,PCG,1,1.761400000e-02,1.761400000e-02
2000,34,GRID_C_R,9,3.155000000e-03,3.505555556e-04
2000,34,FILL_FUNC,2,3.634000000e-03,1.817000000e-03
2000,34,RAND,2,1.220000000e-03,6.100000000e-04
2000,34,AXPBY,128,8.725000000e-03,6.816406250e-05
2000,34,DOT_PRODUCT,109,3.904000000e-03,3.581651376e-05
2000,34,APPLY_STENCIL,45,3.663000000e-03,8.140000000e-05
2000,34,GRID,2,7.270000000e-04,3.635000000e-04
2000,34,CG,1,6.884000000e-03,6.884000000e-03
2000,34,GS_PRE_CON,21,1.323700000e-02,6.303333333e-04
2000,34,PCG,1,2.061900000e-02,2.061900000e-02
2000,41,GRID_C_R,9,3.703000000e-03,4.114444444e-04
2000,41,FILL_FUNC,2,4.399000000e-03,2.199500000e-03
2000,41,RAND,2,1.501000000e-03,7.505000000e-04
2000,41,AXPBY,128,1.082600000e-02,8.457812500e-05
2000,41,DOT_PRODUCT,109,5.137000000e-03,4.712844037e-05
2000,41,APPLY_STENCIL,45,4.401000000e-03,9.780000000e-05
2000,41,GRID,2,8.630000000e-04,4.315000000e-04
2000,41,CG,1,8.668000000e-03,8.668000000e-03
2000,41,GS_PRE_CON,21,1.590400000e-02,7.573333333e-04
2000,41,PCG,1,2.499700000e-02,2.499700000e-02
2000,49,GRID_C_R,9,4.396000000e-03,4.884444444e-04
2000,49,FILL_FUNC,2,5.257000000e-03,2.628500000e-03
2000,49,RAND,2,1.786000000e-03,8.930000000e-04
2000,49,AXPBY,128,1.389200000e-02,1.085312500e-04
2000,49,DOT_PRODUCT,109,6.983000000e-03,6.406422018e-05
2000,49,APPLY_STENCIL,45,5.683000000e-03,1.262888889e-04
2000,49,GRID,2,1.002000000e-03,5.010000000e-04
2000,49,CG,1,1.138500000e-02,1.138500000e-02
2000,49,GS_PRE_CON,21,1.900000000e-02,9.047619048e-04
2000,49,PCG,1,3.109900000e-02,3.109900000e-02
2000,59,GRID_C_R,9,5.141000000e-03,5.712222222e-04
2000,59,FILL_FUNC,2,6.273000000e-03,3.136500000e-03
2000,59,RAND,2,2.125000000e-03,1.062500000e-03
2000,59,AXPBY,128,2.131100000e-02,1.664921875e-04
2000,59,DOT_PRODUCT,109,1.146400000e-02,1.051743119e-04
2000,59,APPLY_STENCIL,45,7.730000000e-03,1.717777778e-04
2000,59,GRID,2,1.237000000e-03,6.185000000e-04
2000,59,CG,1,1.822200000e-02,1.822200000e-02
2000,59,GS_PRE_CON,21,2.281100000e-02,1.086238095e-03
2000,59,PCG,1,4.086900000e-02,4.086900000e-02
2000,71,GRID_C_R,9,6.246000000e-03,6.940000000e-04
2000,71,FILL_FUNC,2,7.580000000e-03,3.790000000e-03
2000,71,RAND,2,2.573000000e-03,1.286500000e-03
2000,71,AXPBY,128,2.006100000e-02,1.567265625e-04
2000,71,DOT_PRODUCT,109,1.174200000e-02,1.077247706e-04
2000,71,APPLY_STENCIL,45,8.454000000e-03,1.878666667e-04
2000,71,GRID,2,1.462000000e-03,7.310000000e-04
2000,71,CG,1,1.796400000e-02,1.796400000e-02
2000,71,GS_PRE_CON,21,2.742000000e-02,1.305714286e-03
2000,71,PCG,1,4.524600000e-02,4.524600000e-02
2000,85,GRID_C_R,9,7.357000000e-03,8.174444444e-04
2000,85,FILL_FUNC,2,9.050000000e-03,4.525000000e-03
2000,85,RAND,2,3.065000000e-03,1.532500000e-03
2000,85,AXPBY,128,2.321900000e-02,1.813984375e-04
2000,85,DOT_PRODUCT,109,1.388200000e-02,1.273577982e-04
2000,85,APPLY_STENCIL,45,9.864000000e-03,2.192000000e-04
2000,85,GRID,2,1.729000000e-03,8.645000000e-04
2000,85,CG,1,2.171300000e-02,2.171300000e-02
2000,85,GS_PRE_CON,21,3.283300000e-02,1.563476190e-03
2000,85,PCG,1,5.269100000e-02,5.269100000e-02
2000,102,GRID_C_R,9,8.677000000e-03,9.641111111e-04
2000,102,FILL_FUNC,2,1.107700000e-02,5.538500000e-03
2000,102,RAND,2,3.721000000e-03,1.860500000e-03
2000,102,AXPBY,128,2.771700000e-02,2.165390625e-04
2000,102,DOT_PRODUCT,109,1.712400000e-02,1.571009174e-04
2000,102,APPLY_STENCIL,45,1.176700000e-02,2.614888889e-04
2000,102,GRID,2,2.079000000e-03,1.039500000e-03
2000,102,CG,1,2.601800000e-02,2.601800000e-02
2000,102,GS_PRE_CON,21,3.941800000e-02,1.877047619e-03
2000,102,PCG,1,6.359700000e-02,6.359700000e-02
2000,123,GRID_C_R,9,1.049000000e-02,1.165555556e-03
2000,123,FILL_FUNC,2,1.302400000e-02,6.512000000e-03
2000,123,RAND,2,4.409000000e-03,2.204500000e-03
2000,123,AXPBY,128,3.460700000e-02,2.703671875e-04
2000,123,DOT_PRODUCT,109,2.265600000e-02,2.078532110e-04
2000,123,APPLY_STENCIL,45,1.470100000e-02,3.266888889e-04
2000,123,GRID,2,2.500000000e-03,1.250000000e-03
2000,123,CG,1,3.163700000e-02,3.163700000e-02
2000,123,GS_PRE_CON,21,4.747900000e-02,2.260904762e-03
2000,123,PCG,1,7.989300000e-02,7.989300000e-02
2000,147,GRID_C_R,9,1.165800000e-02,1.295333333e-03
2000,147,FILL_FUNC,2,1.564500000e-02,7.822500000e-03
2000,147,RAND,2,5.322000000e-03,2.661000000e-03
2000,147,AXPBY,128,3.946400000e-02,3.083125000e-04
2000,147,DOT_PRODUCT,109,2.556800000e-02,2.345688073e-04
2000,147,APPLY_STENCIL,45,1.700200000e-02,3.778222222e-04
2000,147,GRID,2,2.902000000e-03,1.451000000e-03
2000,147,CG,1,3.656400000e-02,3.656400000e-02
2000,147,GS_PRE_CON,21,5.687300000e-02,2.708238095e-03
2000,147,PCG,1,9.302500000e-02,9.302500000e-02
2000,177,GRID_C_R,9,1.384700000e-02,1.538555556e-03
2000,177,FILL_FUNC,2,1.988000000e-02,9.940000000e-03
2000,177,RAND,2,6.291000000e-03,3.145500000e-03
2000,177,AXPBY,128,4.757100000e-02,3.716484375e-04
2000,177,DOT_PRODUCT,109,2.839100000e-02,2.604678899e-04
2000,177,APPLY_STENCIL,45,1.871400000e-02,4.158666667e-04
2000,177,GRID,2,2.846000000e-03,1.423000000e-03
2000,177,CG,1,4.273700000e-02,4.273700000e-02
2000,177,GS_PRE_CON,21,6.840800000e-02,3.257523810e-03
2000,177,PCG,1,1.090240000e-01,1.090240000e-01
2000,212,GRID_C_R,9,1.446500000e-02,1.607222222e-03
2000,212,FILL_FUNC,2,2.243000000e-02,1.121500000e-02
2000,212,RAND,2,7.649000000e-03,3.824500000e-03
2000,212,AXPBY,128,5.608300000e-02,4.381484375e-04
2000,212,DOT_PRODUCT,109,3.361000000e-02,3.083486239e-04
2000,212,APPLY_STENCIL,45,2.425300000e-02,5.389555556e-04
2000,212,GRID,2,2.915000000e-03,1.457500000e-03
2000,212,CG,1,5.054900000e-02,5.054900000e-02
2000,212,GS_PRE_CON,21,8.183100000e-02,3.896714286e-03
2000,212,PCG,1,1.313750000e-01,1.313750000e-01
2000,255,GRID_C_R,9,1.504900000e-02,1.672111111e-03
2000,255,FILL_FUNC,2,2.694800000e-02,1.347400000e-02
2000,255,RAND,2,9.137000000e-03,4.568500000e-03
2000,255,AXPBY,128,6.800000000e-02,5.312500000e-04
2000,255,DOT_PRODUCT,109,3.937600000e-02,3.612477064e-04
2000,255,APPLY_STENCIL,45,2.684400000e-02,5.965333333e-04
2000,255,GRID,2,3.687000000e-03,1.843500000e-03
2000,255,CG,1,6.046000000e-02,6.046000000e-02
2000,255,GS_PRE_CON,21,9.830600000e-02,4.681238095e-03
2000,255,PCG,1,1.549060000e-01,1.549060000e-01
2000,306,GRID_C_R,9,1.640600000e-02,1.822888889e-03
2000,306,FILL_FUNC,2,3.233800000e-02,1.616900000e-02
2000,306,RAND,2,1.090800000e-02,5.454000000e-03
2000,306,AXPBY,128,8.265800000e-02,6.457656250e-04
2000,306,DOT_PRODUCT,109,4.701300000e-02,4.313119266e-04
2000,306,APPLY_STENCIL,45,3.441600000e-02,7.648000000e-04
2000,306,GRID,2,4.053000000e-03,2.026500000e-03
2000,306,CG,1,7.145600000e-02,7.145600000e-02
2000,306,GS_PRE_CON,21,1.180250000e-01,5.620238095e-03
2000,306,PCG,1,1.897640000e-01,1.897640000e-01
2000,368,GRID_C_R,9,1.860000000e-02,2.066666667e-03
2000,368,FILL_FUNC,2,3.940200000e-02,1.970100000e-02
2000,368,RAND,2,1.320800000e-02,6.604000000e-03
2000,368,AXPBY,128,1.031460000e-01,8.058281250e-04
2000,368,DOT_PRODUCT,109,5.603600000e-02,5.140917431e-04
2000,368,APPLY_STENCIL,45,4.316300000e-02,9.591777778e-04
2000,368,GRID,2,4.492000000e-03,2.246000000e-03
2000,368,CG,1,8.870400000e-02,8.870400000e-02
2000,368,GS_PRE_CON,21,1.418950000e-01,6.756904762e-03
2000,368,PCG,1,2.299380000e-01,2.299380000e-01
2000,441,GRID_C_R,9,2.087600000e-02,2.319555556e-03
2000,441,FILL_FUNC,2,4.666900000e-02,2.333450000e-02
2000,441,RAND,2,1.587500000e-02,7.937500000e-03
2000,441,AXPBY,128,1.245970000e-01,9.734140625e-04
2000,441,DOT_PRODUCT,109,6.612600000e-02,6.066605505e-04
2000,441,APPLY_STENCIL,45,4.884500000e-02,1.085444444e-03
2000,441,GRID,2,4.979000000e-03,2.489500000e-03
2000,441,CG,1,1.057720000e-01,1.057720000e-01
2000,441,GS_PRE_CON,21,1.701480000e-01,8.102285714e-03
2000,441,PCG,1,2.731290000e-01,2.731290000e-01
2000,529,GRID_C_R,9,2.263900000e-02,2.515444444e-03
2000,529,FILL_FUNC,2,5.612000000e-02,2.806000000e-02
2000,529,RAND,2,1.906000000e-02,9.530000000e-03
2000,529,AXPBY,128,1.642940000e-01,1.283546875e-03
2000,529,DOT_PRODUCT,109,8.934400000e-02,8.196697248e-04
2000,529,APPLY_STENCIL,45,6.022500000e-02,1.338333333e-03
2000,529,GRID,2,6.181000000e-03,3.090500000e-03
2000,529,CG,1,1.298580000e-01,1.298580000e-01
2000,529,GS_PRE_CON,21,2.042880000e-01,9.728000000e-03
2000,529,PCG,1,3.506520000e-01,3.506520000e-01
2000,635,GRID_C_R,9,2.725600000e-02,3.028444444e-03
2000,635,FILL_FUNC,2,6.719400000e-02,3.359700000e-02
2000,635,RAND,2,2.275400000e-02,1.137700000e-02
2000,635,AXPBY,128,2.147700000e-01,1.677890625e-03
2000,635,DOT_PRODUCT,109,1.198600000e-01,1.099633028e-03
2000,635,APPLY_STENCIL,45,7.722500000e-02,1.716111111e-03
2000,635,GRID,2,7.141000000e-03,3.570500000e-03
2000,635,CG,1,1.710750000e-01,1.710750000e-01
2000,635,GS_PRE_CON,21,2.452330000e-01,1.167776190e-02
2000,635,PCG,1,4.392480000e-01,4.392480000e-01
2000,763,GRID_C_R,9,3.098000000e-02,3.442222222e-03
2000,763,FILL_FUNC,2,8.079800000e-02,4.039900000e-02
2000,763,RAND,2,2.737300000e-02,1.368650000e-02
2000,763,AXPBY,128,2.450170000e-01,1.914195312e-03
2000,763,DOT_PRODUCT,109,1.406780000e-01,1.290623853e-03
2000,763,APPLY_STENCIL,45,9.024700000e-02,2.005488889e-03
2000,763,GRID,2,7.609000000e-03,3.804500000e-03
2000,763,CG,1,1.941770000e-01,1.941770000e-01
2000,763,GS_PRE_CON,21,2.948430000e-01,1.404014286e-02
2000,763,PCG,1,5.196000000e-01,5.196000000e-01
2000,915,GRID_C_R,9,3.536700000e-02,3.929666667e-03
2000,915,FILL_FUNC,2,9.671700000e-02,4.835850000e-02
2000,915,RAND,2,3.288800000e-02,1.644400000e-02
2000,915,AXPBY,128,3.007970000e-01,2.349976563e-03
2000,915,DOT_PRODUCT,109,1.763200000e-01,1.617614679e-03
2000,915,APPLY_STENCIL,45,1.093930000e-01,2.430955556e-03
2000,915,GRID,2,9.515000000e-03,4.757500000e-03
2000,915,CG,1,2.438800000e-01,2.438800000e-01
2000,915,GS_PRE_CON,21,3.536200000e-01,1.683904762e-02
2000,915,PCG,1,6.298860000e-01,6.298860000e-01
2000,1098,GRID_C_R,9,4.233600000e-02,4.704000000e-03
2000,1098,FILL_FUNC,2,1.159810000e-01,5.799050000e-02
2000,1098,RAND,2,3.935100000e-02,1.967550000e-02
2000,1098,AXPBY,128,3.671040000e-01,2.868000000e-03
2000,1098,DOT_PRODUCT,109,2.254330000e-01,2.068192661e-03
2000,1098,APPLY_STENCIL,45,1.313220000e-01,2.918266667e-03
2000,1098,GRID,2,1.141100000e-02,5.705500000e-03
2000,1098,CG,1,2.905010000e-01,2.905010000e-01
2000,1098,GS_PRE_CON,21,4.245480000e-01,2.021657143e-02
2000,1098,PCG,1,7.766090000e-01,7.766090000e-01
2000,1318,GRID_C_R,9,4.752500000e-02,5.280555556e-03
2000,1318,FILL_FUNC,2,1.400520000e-01,7.002600000e-02
2000,1318,RAND,2,4.735400000e-02,2.367700000e-02
2000,1318,AXPBY,128,4.607880000e-01,3.599906250e-03
2000,1318,DOT_PRODUCT,109,2.896790000e-01,2.657605505e-03
2000,1318,APPLY_STENCIL,45,1.644980000e-01,3.655511111e-03
2000,1318,GRID,2,1.395700000e-02,6.978500000e-03
2000,1318,CG,1,3.627350000e-01,3.627350000e-01
2000,1318,GS_PRE_CON,21,5.098920000e-01,2.428057143e-02
2000,1318,PCG,1,9.621020000e-01,9.621020000e-01
2000,1582,GRID_C_R,9,5.621100000e-02,6.245666667e-03
2000,1582,FILL_FUNC,2,1.669600000e-01,8.348000000e-02
2000,1582,RAND,2,5.651000000e-02,2.825500000e-02
2000,1582,AXPBY,128,5.527860000e-01,4.318640625e-03
2000,1582,DOT_PRODUCT,109,3.683820000e-01,3.379651376e-03
2000,1582,APPLY_STENCIL,45,2.016550000e-01,4.481222222e-03
2000,1582,GRID,2,1.689000000e-02,8.445000000e-03
2000,1582,CG,1,4.288970000e-01,4.288970000e-01
2000,1582,GS_PRE_CON,21,6.135230000e-01,2.921538095e-02
2000,1582,PCG,1,1.185328000e+00,1.185328000e+00
2000,1899,GRID_C_R,9,6.731600000e-02,7.479555556e-03
2000,1899,FILL_FUNC,2,2.003820000e-01,1.001910000e-01
2000,1899,RAND,2,6.791700000e-02,3.395850000e-02
2000,1899,AXPBY,128,7.150910000e-01,5.586648438e-03
2000,1899,DOT_PRODUCT,109,4.917010000e-01,4.511018349e-03
2000,1899,APPLY_STENCIL,45,2.508200000e-01,5.573777778e-03
2000,1899,GRID,2,2.681400000e-02,1.340700000e-02
2000,1899,CG,1,5.406490000e-01,5.406490000e-01
2000,1899,GS_PRE_CON,21,7.362490000e-01,3.505947619e-02
2000,1899,PCG,1,1.500697000e+00,1.500697000e+00
2000,2278,GRID_C_R,9,7.865600000e-02,8.739555556e-03
2000,2278,FILL_FUNC,2,2.400190000e-01,1.200095000e-01
2000,2278,RAND,2,8.150800000e-02,4.075400000e-02
2000,2278,AXPBY,128,8.210220000e-01,6.414234375e-03
2000,2278,DOT_PRODUCT,109,5.676310000e-01,5.207623853e-03
2000,2278,APPLY_STENCIL,45,2.881720000e-01,6.403822222e-03
2000,2278,GRID,2,2.973200000e-02,1.486600000e-02
2000,2278,CG,1,6.394050000e-01,6.394050000e-01
2000,2278,GS_PRE_CON,21,8.826010000e-01,4.202861905e-02
2000,2278,PCG,1,1.742178000e+00,1.742178000e+00
2000,2734,GRID_C_R,9,1.207440000e-01,1.341600000e-02
2000,2734,FILL_FUNC,2,3.659880000e-01,1.829940000e-01
2000,2734,RAND,2,9.793300000e-02,4.896650000e-02
2000,2734,AXPBY,128,1.088073000e+00,8.500570313e-03
2000,2734,DOT_PRODUCT,109,7.865040000e-01,7.215633028e-03
2000,2734,APPLY_STENCIL,45,3.738920000e-01,8.308711111e-03
2000,2734,GRID,2,4.071900000e-02,2.035950000e-02
2000,2734,CG,1,8.696340000e-01,8.696340000e-01
2000,2734,GS_PRE_CON,21,1.060655000e+00,5.050738095e-02
2000,2734,PCG,1,2.206870000e+00,2.206870000e+00
2000,3281,GRID_C_R,9,1.129330000e-01,1.254811111e-02
2000,3281,FILL_FUNC,2,3.454370000e-01,1.727185000e-01
2000,3281,RAND,2,1.174660000e-01,5.873300000e-02
2000,3281,AXPBY,128,1.193393000e+00,9.323382813e-03
2000,3281,DOT_PRODUCT,109,8.561870000e-01,7.854926606e-03
2000,3281,APPLY_STENCIL,45,4.159660000e-01,9.243688889e-03
2000,3281,GRID,2,4.615600000e-02,2.307800000e-02
2000,3281,CG,1,9.360640000e-01,9.360640000e-01
