X,Y,Function,Counts,Total_Time,Time_per_count
1000,4725,GRID,2,3.365900000e-02,1.682950000e-02
1000,4725,CG,1,6.588430000e-01,6.588430000e-01
1000,4725,GS_PRE_CON,21,9.016350000e-01,4.293500000e-02
1000,4725,PCG,1,1.849712000e+00,1.849712000e+00
1000,5670,GRID_C_R,9,9.611200000e-02,1.067911111e-02
1000,5670,FILL_FUNC,2,4.073740000e-01,2.036870000e-01
1000,5670,RAND,2,1.017370000e-01,5.086850000e-02
1000,5670,AXPBY,128,1.022366000e+00,7.987234375e-03
1000,5670,DOT_PRODUCT,109,7.259090000e-01,6.659715596e-03
1000,5670,APPLY_STENCIL,45,3.538310000e-01,7.862911111e-03
1000,5670,GRID,2,3.681600000e-02,1.840800000e-02
1000,5670,CG,1,7.942300000e-01,7.942300000e-01
1000,5670,GS_PRE_CON,21,1.080452000e+00,5.145009524e-02
1000,5670,PCG,1,2.168145000e+00,2.168145000e+00
1000,6804,GRID_C_R,9,1.232710000e-01,1.369677778e-02
1000,6804,FILL_FUNC,2,3.581910000e-01,1.790955000e-01
1000,6804,RAND,2,1.210500000e-01,6.052500000e-02
1000,6804,AXPBY,128,1.314464000e+00,1.026925000e-02
1000,6804,DOT_PRODUCT,109,9.878690000e-01,9.063018349e-03
1000,6804,APPLY_STENCIL,45,4.541730000e-01,1.009273333e-02
1000,6804,GRID,2,4.794000000e-02,2.397000000e-02
1000,6804,CG,1,1.081791000e+00,1.081791000e+00
1000,6804,GS_PRE_CON,21,1.300675000e+00,6.193690476e-02
1000,6804,PCG,1,2.695503000e+00,2.695503000e+00
1000,8165,GRID_C_R,9,1.482470000e-01,1.647188889e-02
1000,8165,FILL_FUNC,2,4.296250000e-01,2.148125000e-01
1000,8165,RAND,2,1.454000000e-01,7.270000000e-02
1000,8165,AXPBY,128,1.546605000e+00,1.208285156e-02
1000,8165,DOT_PRODUCT,109,1.158013000e+00,1.062397248e-02
1000,8165,APPLY_STENCIL,45,5.370250000e-01,1.193388889e-02
1000,8165,GRID,2,5.746000000e-02,2.873000000e-02
1000,8165,CG,1,1.265496000e+00,1.265496000e+00
1000,8165,GS_PRE_CON,21,1.560792000e+00,7.432342857e-02
1000,8165,PCG,1,3.204538000e+00,3.204538000e+00
1000,9798,GRID_C_R,9,1.750690000e-01,1.945211111e-02
1000,9798,FILL_FUNC,2,5.160160000e-01,2.580080000e-01
1000,9798,RAND,2,1.744530000e-01,8.722650000e-02
1000,9798,AXPBY,128,1.765174000e+00,1.379042187e-02
1000,9798,DOT_PRODUCT,109,1.306456000e+00,1.198583486e-02
1000,9798,APPLY_STENCIL,45,6.163450000e-01,1.369655556e-02
1000,9798,GRID,2,6.237500000e-02,3.118750000e-02
1000,9798,CG,1,1.390737000e+00,1.390737000e+00
1000,9798,GS_PRE_CON,21,1.870218000e+00,8.905800000e-02
1000,9798,PCG,1,3.780925000e+00,3.780925000e+00
1000,11758,GRID_C_R,9,2.106880000e-01,2.340977778e-02
1000,11758,FILL_FUNC,2,6.183470000e-01,3.091735000e-01
1000,11758,RAND,2,2.093150000e-01,1.046575000e-01
1000,11758,AXPBY,128,2.089045000e+00,1.632066406e-02
1000,11758,DOT_PRODUCT,109,1.549667000e+00,1.421712844e-02
1000,11758,APPLY_STENCIL,45,7.301670000e-01,1.622593333e-02
1000,11758,GRID,2,7.518400000e-02,3.759200000e-02
1000,11758,CG,1,1.680365000e+00,1.680365000e+00
1000,11758,GS_PRE_CON,21,2.243350000e+00,1.068261905e-01
1000,11758,PCG,1,4.470649000e+00,4.470649000e+00
1000,14109,GRID_C_R,9,2.505960000e-01,2.784400000e-02
1000,14109,FILL_FUNC,2,7.489510000e-01,3.744755000e-01
1000,14109,RAND,2,2.511640000e-01,1.255820000e-01
1000,14109,AXPBY,128,2.442473000e+00,1.908182031e-02
1000,14109,DOT_PRODUCT,109,1.808507000e+00,1.659180734e-02
1000,14109,APPLY_STENCIL,45,8.714180000e-01,1.936484444e-02
1000,14109,GRID,2,8.779800000e-02,4.389900000e-02
1000,14109,CG,1,1.981051000e+00,1.981051000e+00
1000,14109,GS_PRE_CON,21,2.694219000e+00,1.282961429e-01
1000,14109,PCG,1,5.292269000e+00,5.292269000e+00
1000,16931,GRID_C_R,9,2.982380000e-01,3.313755556e-02
1000,16931,FILL_FUNC,2,8.901340000e-01,4.450670000e-01
1000,16931,RAND,2,3.020350000e-01,1.510175000e-01
1000,16931,AXPBY,128,2.953665000e+00,2.307550781e-02
1000,16931,DOT_PRODUCT,109,2.174902000e+00,1.995322936e-02
1000,16931,APPLY_STENCIL,45,1.028371000e+00,2.285268889e-02
1000,16931,GRID,2,1.052990000e-01,5.264950000e-02
1000,16931,CG,1,2.410029000e+00,2.410029000e+00
1000,16931,GS_PRE_CON,21,3.231488000e+00,1.538803810e-01
1000,16931,PCG,1,6.331676000e+00,6.331676000e+00
1000,20318,GRID_C_R,9,3.582420000e-01,3.980466667e-02
1000,20318,FILL_FUNC,2,1.068334000e+00,5.341670000e-01
1000,20318,RAND,2,3.626660000e-01,1.813330000e-01
1000,20318,AXPBY,128,3.515455000e+00,2.746449219e-02
1000,20318,DOT_PRODUCT,109,2.579270000e+00,2.366302752e-02
1000,20318,APPLY_STENCIL,45,1.220884000e+00,2.713075556e-02
1000,20318,GRID,2,1.286670000e-01,6.433350000e-02
1000,20318,CG,1,2.920618000e+00,2.920618000e+00
1000,20318,GS_PRE_CON,21,3.878410000e+00,1.846861905e-01
1000,20318,PCG,1,7.505544000e+00,7.505544000e+00
1000,24381,GRID_C_R,9,4.299800000e-01,4.777555556e-02
1000,24381,FILL_FUNC,2,1.281935000e+00,6.409675000e-01
1000,24381,RAND,2,4.341340000e-01,2.170670000e-01
1000,24381,AXPBY,128,4.207517000e+00,3.287122656e-02
1000,24381,DOT_PRODUCT,109,3.070016000e+00,2.816528440e-02
1000,24381,APPLY_STENCIL,45,1.464102000e+00,3.253560000e-02
1000,24381,GRID,2,1.540470000e-01,7.702350000e-02
1000,24381,CG,1,3.526123000e+00,3.526123000e+00
1000,24381,GS_PRE_CON,21,4.656747000e+00,2.217498571e-01
1000,24381,PCG,1,8.953335000e+00,8.953335000e+00
1000,29258,GRID_C_R,9,5.206170000e-01,5.784633333e-02
1000,29258,FILL_FUNC,2,1.534574000e+00,7.672870000e-01
1000,29258,RAND,2,5.216480000e-01,2.608240000e-01
1000,29258,AXPBY,128,4.887986000e+00,3.818739063e-02
1000,29258,DOT_PRODUCT,109,3.626334000e+00,3.326911927e-02
1000,29258,APPLY_STENCIL,45,1.752171000e+00,3.893713333e-02
1000,29258,GRID,2,1.864900000e-01,9.324500000e-02
1000,29258,CG,1,4.097193000e+00,4.097193000e+00
1000,29258,GS_PRE_CON,21,5.587668000e+00,2.660794286e-01
1000,29258,PCG,1,1.066832700e+01,1.066832700e+01
1000,35109,GRID_C_R,9,6.277860000e-01,6.975400000e-02
1000,35109,FILL_FUNC,2,1.863236000e+00,9.316180000e-01
1000,35109,RAND,2,6.259380000e-01,3.129690000e-01
1000,35109,AXPBY,128,5.989161000e+00,4.679032031e-02
1000,35109,DOT_PRODUCT,109,4.305372000e+00,3.949882569e-02
1000,35109,APPLY_STENCIL,45,2.101563000e+00,4.670140000e-02
1000,35109,GRID,2,2.172560000e-01,1.086280000e-01
1000,35109,CG,1,5.046038000e+00,5.046038000e+00
1000,35109,GS_PRE_CON,21,6.707868000e+00,3.194222857e-01
1000,35109,PCG,1,1.276177400e+01,1.276177400e+01
9,2000,GRID_C_R,9,9.810000000e-04,1.090000000e-04
9,2000,FILL_FUNC,2,9.660000000e-04,4.830000000e-04
9,2000,RAND,2,3.460000000e-04,1.730000000e-04
9,2000,AXPBY,128,2.099000000e-03,1.639843750e-05
9,2000,DOT_PRODUCT,109,9.290000000e-04,8.522935780e-06
9,2000,APPLY_STENCIL,45,8.380000000e-04,1.862222222e-05
9,2000,GRID,2,2.160000000e-04,1.080000000e-04
9,2000,CG,1,1.680000000e-03,1.680000000e-03
9,2000,GS_PRE_CON,21,1.151000000e-03,5.480952381e-05
9,2000,PCG,1,2.953000000e-03,2.953000000e-03
11,2000,GRID_C_R,9,1.166000000e-03,1.295555556e-04
11,2000,FILL_FUNC,2,1.176000000e-03,5.880000000e-04
11,2000,RAND,2,4.170000000e-04,2.085000000e-04
11,2000,AXPBY,128,2.466000000e-03,1.926562500e-05
11,2000,DOT_PRODUCT,109,1.776000000e-03,1.629357798e-05
11,2000,APPLY_STENCIL,45,8.720000000e-04,1.937777778e-05
11,2000,GRID,2,2.620000000e-04,1.310000000e-04
11,2000,CG,1,2.151000000e-03,2.151000000e-03
11,2000,GS_PRE_CON,21,1.618000000e-03,7.704761905e-05
11,2000,PCG,1,4.046000000e-03,4.046000000e-03
13,2000,GRID_C_R,9,1.297000000e-03,1.441111111e-04
13,2000,FILL_FUNC,2,1.389000000e-03,6.945000000e-04
13,2000,RAND,2,4.890000000e-04,2.445000000e-04
13,2000,AXPBY,128,2.940000000e-03,2.296875000e-05
13,2000,DOT_PRODUCT,109,1.301000000e-03,1.193577982e-05
13,2000,APPLY_STENCIL,45,1.171000000e-03,2.602222222e-05
13,2000,GRID,2,2.980000000e-04,1.490000000e-04
13,2000,CG,1,2.283000000e-03,2.283000000e-03
13,2000,GS_PRE_CON,21,1.831000000e-03,8.719047619e-05
13,2000,PCG,1,4.273000000e-03,4.273000000e-03
16,2000,GRID_C_R,9,1.564000000e-03,1.737777778e-04
16,2000,FILL_FUNC,2,1.701000000e-03,8.505000000e-04
16,2000,RAND,2,5.850000000e-04,2.925000000e-04
16,2000,AXPBY,128,3.673000000e-03,2.869531250e-05
16,2000,DOT_PRODUCT,109,1.604000000e-03,1.471559633e-05
16,2000,APPLY_STENCIL,45,1.216000000e-03,2.702222222e-05
16,2000,GRID,2,3.760000000e-04,1.880000000e-04
16,2000,CG,1,2.759000000e-03,2.759000000e-03
16,2000,GS_PRE_CON,21,2.282000000e-03,1.086666667e-04
16,2000,PCG,1,5.268000000e-03,5.268000000e-03
19,2000,GRID_C_R,9,1.818000000e-03,2.020000000e-04
19,2000,FILL_FUNC,2,2.020000000e-03,1.010000000e-03
19,2000,RAND,2,6.980000000e-04,3.490000000e-04
19,2000,AXPBY,128,4.455000000e-03,3.480468750e-05
19,2000,DOT_PRODUCT,109,1.901000000e-03,1.744036697e-05
19,2000,APPLY_STENCIL,45,1.573000000e-03,3.495555556e-05
19,2000,GRID,2,4.260000000e-04,2.130000000e-04
19,2000,CG,1,3.357000000e-03,3.357000000e-03
19,2000,GS_PRE_CON,21,3.345000000e-03,1.592857143e-04
19,2000,PCG,1,7.013000000e-03,7.013000000e-03
23,2000,GRID_C_R,9,1.997000000e-03,2.218888889e-04
23,2000,FILL_FUNC,2,2.452000000e-03,1.226000000e-03
23,2000,RAND,2,8.410000000e-04,4.205000000e-04
23,2000,AXPBY,128,5.604000000e-03,4.378125000e-05
23,2000,DOT_PRODUCT,109,2.292000000e-03,2.102752294e-05
23,2000,APPLY_STENCIL,45,2.071000000e-03,4.602222222e-05
23,2000,GRID,2,5.050000000e-04,2.525000000e-04
23,2000,CG,1,4.361000000e-03,4.361000000e-03
23,2000,GS_PRE_CON,21,4.107000000e-03,1.955714286e-04
23,2000,PCG,1,8.659000000e-03,8.659000000e-03
28,2000,GRID_C_R,9,2.628000000e-03,2.920000000e-04
28,2000,FILL_FUNC,2,3.005000000e-03,1.502500000e-03
28,2000,RAND,2,1.000000000e-03,5.000000000e-04
28,2000,AXPBY,128,1.542600000e-02,1.205156250e-04
28,2000,DOT_PRODUCT,109,2.864000000e-03,2.627522936e-05
28,2000,APPLY_STENCIL,45,2.770000000e-03,6.155555556e-05
28,2000,GRID,2,6.340000000e-04,3.170000000e-04
28,2000,CG,1,1.360900000e-02,1.360900000e-02
28,2000,GS_PRE_CON,21,2.206700000e-02,1.050809524e-03
28,2000,PCG,1,2.809100000e-02,2.809100000e-02
34,2000,GRID_C_R,9,3.136000000e-03,3.484444444e-04
34,2000,FILL_FUNC,2,3.652000000e-03,1.826000000e-03
34,2000,RAND,2,1.241000000e-03,6.205000000e-04
34,2000,AXPBY,128,9.691000000e-03,7.571093750e-05
34,2000,DOT_PRODUCT,109,4.137000000e-03,3.795412844e-05
34,2000,APPLY_STENCIL,45,4.256000000e-03,9.457777778e-05
34,2000,GRID,2,7.330000000e-04,3.665000000e-04
34,2000,CG,1,7.208000000e-03,7.208000000e-03
34,2000,GS_PRE_CON,21,7.543000000e-03,3.591904762e-04
34,2000,PCG,1,1.647300000e-02,1.647300000e-02
41,2000,GRID_C_R,9,3.719000000e-03,4.132222222e-04
41,2000,FILL_FUNC,2,4.395000000e-03,2.197500000e-03
41,2000,RAND,2,1.495000000e-03,7.475000000e-04
41,2000,AXPBY,128,1.236800000e-02,9.662500000e-05
41,2000,DOT_PRODUCT,109,4.981000000e-03,4.569724771e-05
41,2000,APPLY_STENCIL,45,5.495000000e-03,1.221111111e-04
41,2000,GRID,2,8.560000000e-04,4.280000000e-04
41,2000,CG,1,9.268000000e-03,9.268000000e-03
41,2000,GS_PRE_CON,21,9.093000000e-03,4.330000000e-04
41,2000,PCG,1,2.033100000e-02,2.033100000e-02
49,2000,GRID_C_R,9,4.098000000e-03,4.553333333e-04
49,2000,FILL_FUNC,2,5.235000000e-03,2.617500000e-03
49,2000,RAND,2,1.784000000e-03,8.920000000e-04
49,2000,AXPBY,128,1.424000000e-02,1.112500000e-04
49,2000,DOT_PRODUCT,109,7.194000000e-03,6.600000000e-05
49,2000,APPLY_STENCIL,45,6.846000000e-03,1.521333333e-04
49,2000,GRID,2,9.980000000e-04,4.990000000e-04
49,2000,CG,1,1.237100000e-02,1.237100000e-02
49,2000,GS_PRE_CON,21,1.102400000e-02,5.249523810e-04
49,2000,PCG,1,2.416100000e-02,2.416100000e-02
59,2000,GRID_C_R,9,5.156000000e-03,5.728888889e-04
59,2000,FILL_FUNC,2,6.300000000e-03,3.150000000e-03
59,2000,RAND,2,2.107000000e-03,1.053500000e-03
59,2000,AXPBY,128,1.694600000e-02,1.323906250e-04
59,2000,DOT_PRODUCT,109,9.544000000e-03,8.755963303e-05
59,2000,APPLY_STENCIL,45,8.532000000e-03,1.896000000e-04
59,2000,GRID,2,1.226000000e-03,6.130000000e-04
59,2000,CG,1,1.556400000e-02,1.556400000e-02
59,2000,GS_PRE_CON,21,1.357900000e-02,6.466190476e-04
59,2000,PCG,1,2.944200000e-02,2.944200000e-02
71,2000,GRID_C_R,9,6.101000000e-03,6.778888889e-04
71,2000,FILL_FUNC,2,7.572000000e-03,3.786000000e-03
71,2000,RAND,2,2.561000000e-03,1.280500000e-03
71,2000,AXPBY,128,2.054700000e-02,1.605234375e-04
71,2000,DOT_PRODUCT,109,1.196500000e-02,1.097706422e-04
71,2000,APPLY_STENCIL,45,1.008700000e-02,2.241555556e-04
71,2000,GRID,2,1.494000000e-03,7.470000000e-04
71,2000,CG,1,1.897100000e-02,1.897100000e-02
71,2000,GS_PRE_CON,21,1.668800000e-02,7.946666667e-04
71,2000,PCG,1,3.600400000e-02,3.600400000e-02
85,2000,GRID_C_R,9,7.337000000e-03,8.152222222e-04
85,2000,FILL_FUNC,2,9.072000000e-03,4.536000000e-03
85,2000,RAND,2,3.096000000e-03,1.548000000e-03
85,2000,AXPBY,128,2.896400000e-02,2.262812500e-04
85,2000,DOT_PRODUCT,109,1.671500000e-02,1.533486239e-04
85,2000,APPLY_STENCIL,45,1.270800000e-02,2.824000000e-04
85,2000,GRID,2,1.742000000e-03,8.710000000e-04
85,2000,CG,1,2.863600000e-02,2.863600000e-02
85,2000,GS_PRE_CON,21,2.162000000e-02,1.029523810e-03
85,2000,PCG,1,4.548900000e-02,4.548900000e-02
102,2000,GRID_C_R,9,8.652000000e-03,9.613333333e-04
102,2000,FILL_FUNC,2,1.087300000e-02,5.436500000e-03
102,2000,RAND,2,3.638000000e-03,1.819000000e-03
102,2000,AXPBY,128,2.878300000e-02,2.248671875e-04
102,2000,DOT_PRODUCT,109,1.723200000e-02,1.580917431e-04
102,2000,APPLY_STENCIL,45,1.495300000e-02,3.322888889e-04
102,2000,GRID,2,2.087000000e-03,1.043500000e-03
102,2000,CG,1,2.801500000e-02,2.801500000e-02
102,2000,GS_PRE_CON,21,2.846100000e-02,1.355285714e-03
102,2000,PCG,1,5.490900000e-02,5.490900000e-02
123,2000,GRID_C_R,9,9.679000000e-03,1.075444444e-03
123,2000,FILL_FUNC,2,1.328000000e-02,6.640000000e-03
123,2000,RAND,2,4.404000000e-03,2.202000000e-03
123,2000,AXPBY,128,3.388800000e-02,2.647500000e-04
123,2000,DOT_PRODUCT,109,2.148900000e-02,1.971467890e-04
123,2000,APPLY_STENCIL,45,1.647300000e-02,3.660666667e-04
123,2000,GRID,2,2.463000000e-03,1.231500000e-03
123,2000,CG,1,3.246500000e-02,3.246500000e-02
123,2000,GS_PRE_CON,21,3.693800000e-02,1.758952381e-03
123,2000,PCG,1,6.861000000e-02,6.861000000e-02
147,2000,GRID_C_R,9,1.102600000e-02,1.225111111e-03
147,2000,FILL_FUNC,2,1.559800000e-02,7.799000000e-03
147,2000,RAND,2,5.249000000e-03,2.624500000e-03
147,2000,AXPBY,128,4.119600000e-02,3.218437500e-04
147,2000,DOT_PRODUCT,109,2.520800000e-02,2.312660550e-04
147,2000,APPLY_STENCIL,45,2.025400000e-02,4.500888889e-04
147,2000,GRID,2,2.900000000e-03,1.450000000e-03
147,2000,CG,1,3.857700000e-02,3.857700000e-02
147,2000,GS_PRE_CON,21,4.634000000e-02,2.206666667e-03
147,2000,PCG,1,8.494500000e-02,8.494500000e-02
177,2000,GRID_C_R,9,1.253600000e-02,1.392888889e-03
177,2000,FILL_FUNC,2,1.885500000e-02,9.427500000e-03
177,2000,RAND,2,6.368000000e-03,3.184000000e-03
177,2000,AXPBY,128,4.908000000e-02,3.834375000e-04
177,2000,DOT_PRODUCT,109,2.790300000e-02,2.559908257e-04
177,2000,APPLY_STENCIL,45,2.349500000e-02,5.221111111e-04
177,2000,GRID,2,2.837000000e-03,1.418500000e-03
177,2000,CG,1,4.490400000e-02,4.490400000e-02
177,2000,GS_PRE_CON,21,5.773200000e-02,2.749142857e-03
177,2000,PCG,1,1.018120000e-01,1.018120000e-01
212,2000,GRID_C_R,9,1.448400000e-02,1.609333333e-03
212,2000,FILL_FUNC,2,2.250600000e-02,1.125300000e-02
212,2000,RAND,2,7.562000000e-03,3.781000000e-03
212,2000,AXPBY,128,5.599700000e-02,4.374765625e-04
212,2000,DOT_PRODUCT,109,3.247000000e-02,2.978899083e-04
212,2000,APPLY_STENCIL,45,2.942700000e-02,6.539333333e-04
212,2000,GRID,2,3.550000000e-03,1.775000000e-03
212,2000,CG,1,5.328300000e-02,5.328300000e-02
212,2000,GS_PRE_CON,21,7.102600000e-02,3.382190476e-03
212,2000,PCG,1,1.214870000e-01,1.214870000e-01
255,2000,GRID_C_R,9,1.526000000e-02,1.695555556e-03
255,2000,FILL_FUNC,2,5.405800000e-02,2.702900000e-02
255,2000,RAND,2,9.128000000e-03,4.564000000e-03
255,2000,AXPBY,128,1.118750000e-01,8.740234375e-04
255,2000,DOT_PRODUCT,109,1.083930000e-01,9.944311927e-04
255,2000,APPLY_STENCIL,45,3.771500000e-02,8.381111111e-04
255,2000,GRID,2,3.938000000e-03,1.969000000e-03
255,2000,CG,1,1.394850000e-01,1.394850000e-01
255,2000,GS_PRE_CON,21,8.853300000e-02,4.215857143e-03
255,2000,PCG,1,1.697640000e-01,1.697640000e-01
306,2000,GRID_C_R,9,1.642400000e-02,1.824888889e-03
306,2000,FILL_FUNC,2,3.246400000e-02,1.623200000e-02
306,2000,RAND,2,1.098100000e-02,5.490500000e-03
306,2000,AXPBY,128,8.746900000e-02,6.833515625e-04
306,2000,DOT_PRODUCT,109,4.952700000e-02,4.543761468e-04
306,2000,APPLY_STENCIL,45,4.551800000e-02,1.011511111e-03
306,2000,GRID,2,4.628000000e-03,2.314000000e-03
306,2000,CG,1,7.515000000e-02,7.515000000e-02
306,2000,GS_PRE_CON,21,1.084800000e-01,5.165714286e-03
306,2000,PCG,1,1.934470000e-01,1.934470000e-01
368,2000,GRID_C_R,9,1.799000000e-02,1.998888889e-03
368,2000,FILL_FUNC,2,3.900600000e-02,1.950300000e-02
368,2000,RAND,2,1.319700000e-02,6.598500000e-03
368,2000,AXPBY,128,1.067690000e-01,8.341328125e-04
368,2000,DOT_PRODUCT,109,6.173100000e-02,5.663394495e-04
368,2000,APPLY_STENCIL,45,5.108200000e-02,1.135155556e-03
368,2000,GRID,2,4.514000000e-03,2.257000000e-03
368,2000,CG,1,9.125600000e-02,9.125600000e-02
368,2000,GS_PRE_CON,21,1.322070000e-01,6.295571429e-03
368,2000,PCG,1,2.346160000e-01,2.346160000e-01
441,2000,GRID_C_R,9,2.112500000e-02,2.347222222e-03
441,2000,FILL_FUNC,2,4.672900000e-02,2.336450000e-02
441,2000,RAND,2,1.576300000e-02,7.881500000e-03
441,2000,AXPBY,128,1.311680000e-01,1.024750000e-03
441,2000,DOT_PRODUCT,109,7.142900000e-02,6.553119266e-04
441,2000,APPLY_STENCIL,45,4.979900000e-02,1.106644444e-03
441,2000,GRID,2,5.909000000e-03,2.954500000e-03
441,2000,CG,1,1.041650000e-01,1.041650000e-01
441,2000,GS_PRE_CON,21,1.611510000e-01,7.673857143e-03
441,2000,PCG,1,2.787620000e-01,2.787620000e-01
529,2000,GRID_C_R,9,2.297600000e-02,2.552888889e-03
529,2000,FILL_FUNC,2,5.593800000e-02,2.796900000e-02
529,2000,RAND,2,1.892800000e-02,9.464000000e-03
529,2000,AXPBY,128,1.532880000e-01,1.197562500e-03
529,2000,DOT_PRODUCT,109,8.113300000e-02,7.443394495e-04
529,2000,APPLY_STENCIL,45,5.555100000e-02,1.234466667e-03
529,2000,GRID,2,5.915000000e-03,2.957500000e-03
529,2000,CG,1,1.241790000e-01,1.241790000e-01
529,2000,GS_PRE_CON,21,1.957390000e-01,9.320904762e-03
529,2000,PCG,1,3.252930000e-01,3.252930000e-01
635,2000,GRID_C_R,9,2.716900000e-02,3.018777778e-03
635,2000,FILL_FUNC,2,6.723000000e-02,3.361500000e-02
635,2000,RAND,2,2.261400000e-02,1.130700000e-02
635,2000,AXPBY,128,2.038120000e-01,1.592281250e-03
635,2000,DOT_PRODUCT,109,1.156110000e-01,1.060651376e-03
635,2000,APPLY_STENCIL,45,7.405100000e-02,1.645577778e-03
635,2000,GRID,2,6.974000000e-03,3.487000000e-03
635,2000,CG,1,1.674390000e-01,1.674390000e-01
635,2000,GS_PRE_CON,21,2.376660000e-01,1.131742857e-02
635,2000,PCG,1,4.184380000e-01,4.184380000e-01
763,2000,GRID_C_R,9,3.017800000e-02,3.353111111e-03
763,2000,FILL_FUNC,2,8.062300000e-02,4.031150000e-02
763,2000,RAND,2,2.721800000e-02,1.360900000e-02
763,2000,AXPBY,128,2.561480000e-01,2.001156250e-03
763,2000,DOT_PRODUCT,109,1.515610000e-01,1.390467890e-03
763,2000,APPLY_STENCIL,45,8.758000000e-02,1.946222222e-03
763,2000,GRID,2,8.664000000e-03,4.332000000e-03
763,2000,CG,1,1.938310000e-01,1.938310000e-01
763,2000,GS_PRE_CON,21,2.883000000e-01,1.372857143e-02
763,2000,PCG,1,5.341390000e-01,5.341390000e-01
915,2000,GRID_C_R,9,3.556700000e-02,3.951888889e-03
915,2000,FILL_FUNC,2,9.676700000e-02,4.838350000e-02
915,2000,RAND,2,3.259500000e-02,1.629750000e-02
915,2000,AXPBY,128,2.858680000e-01,2.233343750e-03
915,2000,DOT_PRODUCT,109,1.637190000e-01,1.502009174e-03
915,2000,APPLY_STENCIL,45,9.981900000e-02,2.218200000e-03
915,2000,GRID,2,9.608000000e-03,4.804000000e-03
915,2000,CG,1,2.347350000e-01,2.347350000e-01
915,2000,GS_PRE_CON,21,3.470680000e-01,1.652704762e-02
915,2000,PCG,1,5.949850000e-01,5.949850000e-01
1098,2000,GRID_C_R,9,4.163200000e-02,4.625777778e-03
1098,2000,FILL_FUNC,2,1.161520000e-01,5.807600000e-02
1098,2000,RAND,2,3.933500000e-02,1.966750000e-02
1098,2000,AXPBY,128,3.653130000e-01,2.854007812e-03
1098,2000,DOT_PRODUCT,109,2.191560000e-01,2.010605505e-03
1098,2000,APPLY_STENCIL,45,1.252570000e-01,2.783488889e-03
1098,2000,GRID,2,1.147500000e-02,5.737500000e-03
1098,2000,CG,1,2.897640000e-01,2.897640000e-01
1098,2000,GS_PRE_CON,21,4.193090000e-01,1.996709524e-02
1098,2000,PCG,1,7.589970000e-01,7.589970000e-01
1318,2000,GRID_C_R,9,4.912800000e-02,5.458666667e-03
1318,2000,FILL_FUNC,2,1.402560000e-01,7.012800000e-02
1318,2000,RAND,2,4.697800000e-02,2.348900000e-02
1318,2000,AXPBY,128,4.586410000e-01,3.583132813e-03
1318,2000,DOT_PRODUCT,109,2.938260000e-01,2.695651376e-03
1318,2000,APPLY_STENCIL,45,1.559210000e-01,3.464911111e-03
1318,2000,GRID,2,1.409400000e-02,7.047000000e-03
1318,2000,CG,1,3.567160000e-01,3.567160000e-01
1318,2000,GS_PRE_CON,21,5.060440000e-01,2.409733333e-02
1318,2000,PCG,1,9.575260000e-01,9.575260000e-01
1582,2000,GRID_C_R,9,5.635300000e-02,6.261444444e-03
1582,2000,FILL_FUNC,2,1.671360000e-01,8.356800000e-02
1582,2000,RAND,2,5.666500000e-02,2.833250000e-02
1582,2000,AXPBY,128,5.478710000e-01,4.280242188e-03
1582,2000,DOT_PRODUCT,109,3.587680000e-01,3.291449541e-03
1582,2000,APPLY_STENCIL,45,2.075670000e-01,4.612600000e-03
1582,2000,GRID,2,1.634800000e-02,8.174000000e-03
1582,2000,CG,1,4.381890000e-01,4.381890000e-01
1582,2000,GS_PRE_CON,21,6.097940000e-01,2.903780952e-02
1582,2000,PCG,1,1.162968000e+00,1.162968000e+00
1899,2000,GRID_C_R,9,6.573200000e-02,7.303555556e-03
1899,2000,FILL_FUNC,2,2.005000000e-01,1.002500000e-01
1899,2000,RAND,2,6.784500000e-02,3.392250000e-02
1899,2000,AXPBY,128,6.797280000e-01,5.310375000e-03
1899,2000,DOT_PRODUCT,109,4.596280000e-01,4.216770642e-03
1899,2000,APPLY_STENCIL,45,2.212810000e-01,4.917355556e-03
1899,2000,GRID,2,2.442400000e-02,1.221200000e-02
1899,2000,CG,1,5.199050000e-01,5.199050000e-01
1899,2000,GS_PRE_CON,21,7.346690000e-01,3.498423810e-02
1899,2000,PCG,1,1.428740000e+00,1.428740000e+00
2278,2000,GRID_C_R,9,8.485800000e-02,9.428666667e-03
2278,2000,FILL_FUNC,2,2.401150000e-01,1.200575000e-01
2278,2000,RAND,2,8.165000000e-02,4.082500000e-02
2278,2000,AXPBY,128,9.088130000e-01,7.100101562e-03
2278,2000,DOT_PRODUCT,109,6.492230000e-01,5.956174312e-03
2278,2000,APPLY_STENCIL,45,3.162430000e-01,7.027622222e-03
2278,2000,GRID,2,3.393100000e-02,1.696550000e-02
2278,2000,CG,1,7.123870000e-01,7.123870000e-01
2278,2000,GS_PRE_CON,21,8.861990000e-01,4.219995238e-02
2278,2000,PCG,1,1.856100000e+00,1.856100000e+00
2734,2000,GRID_C_R,9,9.588300000e-02,1.065366667e-02
2734,2000,FILL_FUNC,2,2.882340000e-01,1.441170000e-01
2734,2000,RAND,2,9.786500000e-02,4.893250000e-02
2734,2000,AXPBY,128,9.924840000e-01,7.753781250e-03
2734,2000,DOT_PRODUCT,109,7.026210000e-01,6.446064220e-03
2734,2000,APPLY_STENCIL,45,3.259830000e-01,7.244066667e-03
2734,2000,GRID,2,4.091200000e-02,2.045600000e-02
